475,279,29,37
476,279,32,30
479,274,30,33
483,272,29,34
487,267,27,37
489,266,30,35
492,268,26,33
489,260,29,35
498,264,22,28
495,259,29,32
498,254,25,31
494,256,34,34
502,250,22,33
501,249,28,34
504,246,24,31
505,248,26,28
514,246,20,33
505,243,27,30
511,241,25,37
509,241,26,25
514,234,20,31
512,237,20,24
504,222,33,42
516,224,20,38
512,220,25,45
514,223,25,40
516,228,22,27
518,218,23,37
518,217,23,31
518,214,26,31
514,213,29,31
520,213,19,29
518,211,26,27
519,212,25,26
519,212,25,28
519,208,28,27
521,204,23,32
520,206,27,25
522,202,25,29
522,204,27,26
524,201,20,28
524,201,23,24
522,198,25,29
524,198,24,26
525,197,23,28
527,195,25,27
529,193,22,29
527,190,25,29
527,190,23,27
531,190,21,27
527,187,26,29
532,188,18,26
529,186,23,28
532,183,22,31
531,183,23,30
531,188,20,23
533,184,19,27
531,181,26,29
532,182,23,26
529,177,27,29
535,180,21,24
534,174,26,35
535,180,20,23
536,180,22,25
535,178,23,25
536,177,24,25
538,175,20,26
537,176,21,27
535,175,26,24
535,170,27,29
542,178,19,20
539,172,20,29
539,168,24,31
539,168,24,30
539,169,28,30
541,168,22,30
541,168,22,28
542,166,22,31
545,170,17,23
544,167,21,28
541,169,24,22
545,168,21,27
542,165,25,25
545,166,25,27
544,167,22,24
545,170,19,17
546,165,22,27
545,165,19,27
549,164,19,25
548,159,21,29
548,161,22,27
547,164,22,25
549,158,21,31
551,163,18,21
548,156,22,35
549,159,23,27
548,160,24,24
556,162,16,26
550,159,22,26
552,160,24,24
551,159,25,26
550,155,28,31
551,156,29,31
554,157,24,29
550,154,26,34
556,155,19,28
556,159,21,20
557,157,17,24
555,157,22,23
553,156,25,30
554,153,26,29
554,156,24,24
556,156,19,25
555,156,18,23
556,156,20,22
551,150,24,30
554,156,22,21
551,158,22,20
553,155,22,24
553,158,18,23
550,151,21,30
548,152,21,25
543,153,22,26
549,155,20,22
541,150,23,25
538,146,23,30
542,155,19,18
542,152,20,24
538,150,21,26
543,153,24,23
544,152,19,23
539,149,24,26
544,152,14,23
540,149,22,28
539,147,22,26
544,148,19,25
541,146,26,27
538,140,26,32
539,147,19,29
536,141,24,32
542,144,21,30
542,149,20,22
539,147,28,28
542,145,22,26
541,143,23,28
548,152,19,16
541,145,23,24
540,144,23,22
542,141,23,25
539,147,22,20
540,146,27,20
538,141,30,25
545,145,19,22
541,147,24,20
546,147,18,15
543,143,23,23
540,143,27,24
543,146,23,19
543,139,25,28
543,139,25,25
547,143,20,23
542,140,27,26
543,146,24,21
542,141,28,29
543,143,26,23
544,144,23,23
540,145,27,26
544,141,22,27
544,145,21,25
542,144,28,29
544,150,26,21
544,150,24,22
545,148,21,30
547,153,16,21
547,156,17,17
548,150,19,24
543,153,24,23
545,155,24,25
543,153,26,24
547,157,20,22
548,160,19,17
544,158,26,21
546,158,23,23
544,155,24,26
546,155,23,33
546,161,21,24
544,160,25,23
544,161,23,24
549,165,16,18
544,165,22,22
547,162,20,23
546,163,22,23
545,163,23,26
547,165,21,25
548,164,18,28
550,165,17,24
550,171,15,16
548,167,20,23
545,167,26,27
547,171,22,23
546,174,23,20
546,174,21,22
546,178,22,19
549,174,20,25
550,176,18,22
549,174,21,26
547,176,21,26
548,178,23,25
549,177,20,26
548,185,21,15
547,177,22,27
548,181,20,20
549,183,20,19
545,179,24,26
552,184,16,15
551,181,20,25
547,185,22,19
554,185,18,20
548,187,23,21
552,187,17,21
551,187,19,21
549,189,20,19
550,190,19,19
551,189,21,21
549,189,21,20
546,187,23,26
549,191,22,23
553,196,12,14
548,189,24,21
550,188,22,24
552,193,19,19
554,192,17,27
551,195,22,22
550,198,22,18
551,196,21,22
553,197,18,18
551,200,22,23
547,194,24,19
554,198,16,20
550,198,20,21
553,202,23,17
548,198,26,23
555,199,11,18
551,197,21,25
548,206,26,14
552,202,22,25
549,205,22,19
550,197,17,29
548,199,28,24
554,204,19,21
549,206,24,19
558,209,14,19
555,209,15,14
556,208,16,21
553,201,19,24
550,204,23,22
553,204,23,25
553,202,19,26
553,204,22,21
553,206,18,17
551,201,23,22
552,202,21,18
556,205,19,17
554,203,20,22
550,199,27,19
552,201,20,20
553,196,21,28
552,197,21,25
552,198,21,23
556,202,19,19
555,199,18,21
553,201,22,14
556,197,15,21
558,199,14,17
556,198,19,20
554,199,21,19
554,191,20,25
558,196,19,20
558,199,14,13
557,193,18,21
558,195,16,20
558,192,19,20
556,193,19,18
555,193,23,19
559,193,17,19
553,191,26,23
558,189,16,23
557,190,19,22
557,189,20,22
560,192,17,16
558,189,19,20
560,189,15,17
557,185,18,25
558,185,19,20
558,187,19,22
559,188,17,20
558,189,18,16
561,187,18,20
559,185,18,22
557,185,19,21
555,185,21,21
560,186,18,16
559,184,21,19
558,182,19,25
555,185,28,19
558,185,19,13
559,179,18,25
553,178,27,26
559,181,18,19
559,180,16,19
559,179,19,22
558,182,17,18
561,180,17,18
559,180,22,20
559,179,19,20
561,176,19,23
562,184,16,14
557,177,24,20
565,180,14,19
565,179,16,16
564,176,17,21
563,179,15,14
561,176,17,20
560,178,20,14
560,177,18,16
562,175,19,18
558,172,19,19
555,176,22,17
558,176,20,16
563,179,14,12
556,173,22,19
555,172,20,22
557,170,20,22
557,174,13,17
552,169,23,24
557,169,17,19
552,170,19,19
543,169,23,21
548,172,20,18
547,170,18,18
545,169,18,18
545,167,16,19
543,166,20,21
546,166,14,20
540,164,24,22
539,161,23,25
542,162,18,22
541,167,22,18
537,164,23,21
535,164,26,21
540,163,16,20
533,163,25,20
540,168,16,15
540,163,21,22
541,165,13,13
533,157,24,25
539,165,21,20
539,164,21,18
535,160,21,23
531,158,26,25
537,164,19,16
532,157,25,22
533,157,23,24
536,159,18,24
539,164,14,13
533,162,22,15
534,159,19,22
534,160,21,20
532,159,23,21
533,159,23,18
538,162,17,15
537,161,19,17
537,159,16,18
538,161,12,14
533,155,23,22
535,161,18,13
534,158,20,19
532,161,21,15
534,155,20,19
534,155,23,23
532,153,24,23
531,154,26,21
532,159,20,17
531,153,22,20
