695,259,23,26
692,260,27,25
693,262,24,23
692,260,25,21
692,261,26,24
693,260,27,26
694,258,25,23
692,263,29,19
693,262,22,21
688,259,29,24
690,260,24,24
689,260,25,19
684,257,30,25
684,259,26,26
685,259,21,25
684,258,22,27
681,259,25,25
682,259,22,24
677,262,27,23
677,261,26,25
676,262,26,25
677,261,26,22
676,259,25,25
672,257,29,27
672,260,29,25
672,261,27,27
672,262,24,21
670,261,26,29
670,261,24,23
669,262,25,23
666,264,27,21
667,261,28,25
666,263,25,23
670,265,22,20
669,264,24,23
666,265,26,23
665,263,25,27
666,265,22,27
667,268,25,19
664,266,26,29
666,265,25,26
666,268,24,22
666,265,25,25
666,269,27,24
665,267,28,25
667,270,27,24
667,271,25,28
668,271,29,22
674,269,16,24
670,272,22,23
671,270,27,29
670,273,27,25
669,271,26,29
670,271,25,28
675,273,17,24
670,270,26,31
672,273,20,25
669,273,25,26
675,276,23,23
674,274,23,25
674,274,22,26
671,276,26,25
670,276,25,26
672,277,22,23
675,275,22,26
672,276,25,25
671,280,28,29
676,278,23,27
676,283,20,19
674,282,22,22
676,283,23,20
676,280,21,24
678,283,19,20
679,285,19,20
675,288,26,15
677,284,19,19
677,287,20,19
676,284,21,23
679,287,19,20
676,285,21,21
678,287,23,22
674,285,26,25
681,287,18,24
679,288,19,21
679,289,21,21
680,284,18,25
681,290,17,25
678,291,24,22
682,289,19,24
683,292,19,19
681,292,21,23
680,295,25,21
681,291,20,24
681,292,21,24
682,295,20,20
677,295,21,20
676,294,19,24
673,295,22,22
674,296,22,21
668,298,21,25
670,296,20,27
669,299,19,19
668,298,23,24
663,299,29,19
661,302,27,17
662,303,23,20
654,301,31,19
652,302,27,21
654,300,24,24
652,306,23,16
652,302,19,21
645,300,23,27
648,306,19,20
644,304,22,24
642,304,21,21
643,306,20,19
639,303,23,26
636,305,23,22
636,307,22,22
633,305,24,22
634,305,20,24
632,303,20,24
631,306,20,23
628,306,22,22
628,308,19,23
624,305,22,26
625,307,20,22
623,305,24,25
623,310,24,21
622,307,20,24
621,303,21,24
619,307,25,23
617,307,32,27
620,312,24,15
622,309,18,18
620,308,17,21
617,310,24,19
616,306,22,23
618,310,19,21
616,310,23,20
614,308,22,23
614,310,24,20
615,308,20,21
616,309,19,22
618,313,18,20
615,312,20,14
614,307,21,18
612,305,21,24
615,307,18,20
614,307,20,23
612,305,21,28
614,307,19,18
614,304,20,27
613,308,20,19
611,308,23,17
612,304,21,24
613,305,17,22
614,307,20,21
614,306,21,22
613,305,21,20
616,307,18,20
612,305,22,22
617,308,18,16
613,306,22,22
613,305,21,22
610,306,25,19
616,303,21,23
618,307,17,19
616,301,20,29
616,303,19,25
614,304,25,21
617,307,19,20
615,304,22,23
616,303,21,24
618,300,19,24
620,304,14,22
618,299,20,29
617,305,0,0
619,304,18,19
619,304,20,19
620,297,22,26
622,300,16,26
616,299,21,27
617,297,22,30
620,298,20,23
622,300,18,21
622,299,18,24
622,301,21,24
616,301,26,21
622,297,17,26
624,301,16,20
622,299,20,24
622,297,22,27
623,301,19,21
624,301,19,21
624,298,19,25
622,298,24,25
623,301,24,19
624,298,21,23
622,300,22,19
620,300,21,21
621,295,22,27
623,297,22,24
625,297,20,23
628,298,19,22
626,294,23,30
626,296,20,25
627,296,21,23
630,301,17,18
626,297,22,22
628,298,22,21
629,294,20,26
632,299,25,30
627,293,25,24
631,295,22,28
627,294,23,28
629,295,23,28
631,293,17,27
631,294,23,22
631,296,20,20
628,294,22,23
632,294,20,21
633,298,21,18
632,296,21,23
631,293,21,21
635,295,20,19
631,299,25,16
631,294,22,21
635,296,19,19
635,294,20,20
637,295,19,18
636,297,18,19
636,296,18,16
638,295,17,21
638,290,16,25
642,293,13,22
637,292,22,24
639,293,18,21
638,291,20,22
639,294,18,19
642,290,16,25
638,292,21,22
642,292,20,23
641,293,22,22
640,291,21,24
640,292,19,23
640,286,19,25
641,290,20,24
640,291,23,24
644,294,18,22
644,293,21,18
641,291,23,20
641,290,24,20
644,290,22,21
643,291,22,22
646,290,18,24
645,292,19,19
644,291,20,23
648,288,17,21
649,289,16,25
646,286,18,25
647,288,20,24
646,287,21,25
650,289,17,24
650,295,17,15
650,288,20,22
648,289,22,22
650,289,19,21
649,291,21,21
649,290,20,21
649,286,22,24
651,287,21,24
650,290,22,21
651,289,22,20
655,289,15,21
648,285,23,22
650,285,21,24
652,288,20,23
653,290,19,18
652,289,21,19
654,287,19,25
654,289,19,20
655,292,17,18
656,289,17,23
654,288,18,24
655,289,17,21
654,289,20,20
654,288,19,21
657,290,16,21
657,284,16,28
656,285,17,25
655,285,19,26
655,288,20,16
656,286,20,23
655,286,22,23
656,290,20,21
658,287,20,22
656,287,22,28
657,286,20,23
659,288,21,23
659,289,24,23
661,282,21,26
661,286,22,27
663,285,22,26
665,291,20,21
664,285,23,29
668,288,23,21
673,285,20,27
673,287,26,24
672,286,31,21
682,289,25,21
681,287,30,23
684,286,34,22
695,289,24,19
697,285,27,26
705,289,30,22
710,288,31,20
720,290,29,25
737,293,22,21
739,293,41,26
752,295,30,18
762,297,28,22
776,299,24,17
792,295,20,26
804,302,21,20
