532,244,20,25
532,241,19,29
532,243,17,26
531,244,20,27
532,241,25,38
531,243,19,28
533,246,19,27
532,242,21,30
533,244,19,28
533,245,16,26
531,247,22,24
532,245,19,29
531,245,21,28
532,248,18,26
530,243,22,34
531,247,20,27
530,248,22,26
529,246,23,30
532,253,17,20
532,250,16,25
534,248,14,25
536,253,16,27
533,252,13,25
533,255,15,23
528,251,27,29
534,254,19,22
538,257,11,23
533,251,15,32
534,258,15,23
532,257,19,24
532,252,16,32
532,258,19,24
534,257,20,28
533,259,18,29
535,261,17,22
532,260,19,28
532,260,19,29
532,260,22,29
533,263,17,25
533,260,14,25
535,261,18,24
534,262,12,27
533,265,18,22
535,258,19,38
532,260,20,34
533,267,19,28
536,267,15,27
533,263,16,31
533,270,20,29
533,262,20,40
533,271,18,24
533,268,13,25
533,266,20,27
533,263,22,39
533,267,17,30
534,270,17,28
533,268,18,34
536,274,16,24
535,270,24,35
533,268,25,37
534,271,18,31
532,273,23,34
535,273,20,35
530,271,24,37
536,276,19,27
532,273,21,31
534,279,20,28
534,277,19,28
536,284,19,27
534,277,19,37
534,279,21,33
535,281,20,28
534,280,17,29
539,284,14,28
537,282,16,33
534,281,22,33
533,284,19,26
537,286,16,27
533,281,19,33
534,287,19,25
535,287,20,23
536,286,20,30
538,284,15,31
542,286,12,32
535,286,20,36
537,288,18,30
534,287,24,36
539,295,17,26
537,291,17,30
536,290,21,32
534,285,26,39
536,293,26,31
535,290,21,33
539,294,15,24
533,286,24,39
537,291,18,33
534,294,20,28
534,294,22,31
536,290,19,38
540,291,16,36
538,298,21,24
536,292,22,41
538,298,24,32
533,292,22,38
540,302,14,20
537,295,20,35
536,297,24,33
535,298,16,30
536,298,21,31
539,301,17,27
535,303,20,24
537,304,19,27
535,303,23,29
536,303,21,29
538,303,22,31
537,306,20,27
539,303,20,34
539,306,17,32
533,308,26,26
538,309,20,24
539,304,16,35
537,305,20,35
537,306,25,40
537,306,22,35
538,311,15,24
532,306,29,38
539,313,17,26
537,308,20,33
536,311,22,31
537,309,21,34
539,312,19,30
538,314,19,27
534,311,21,33
539,314,17,29
540,310,15,38
534,312,26,39
531,312,28,36
536,315,26,35
534,316,22,31
534,317,22,28
536,317,22,33
535,316,23,36
538,317,18,33
538,321,18,27
538,320,17,30
539,321,13,26
538,323,15,27
